n,final_residue,accepts,independent_prime_audit,cycle_length_if_accepted,residue_path_sha256
1144,0,0,0,0,5786f84fae0980de9a8bccf0e6e2dac12df010e9b6ca82ae668012ca0a18a097
1145,0,0,0,0,f11f4dfbd78e477096f605c21d214c62fa2a898e40c9b5d3558b2e9da69d47ed
1146,0,0,0,0,5bec22d3b4171fa5b24cda499ad922bcb15229d1f0779d7cf546e2b446bc6c6c
1147,0,0,0,0,cabb8ce041d053784231169fa67ac9e4c37821cdc9d348d0daeef23fcd68c530
1148,0,0,0,0,1d84826a31f14611cca62c20be28b63e48079b67080d182f8873bc48c2c7dd38
1149,0,0,0,0,3cfe12d1b91df8349cac4860d87350cf7d44fecddba1864e432f6b4ad0c22ec8
1150,0,0,0,0,b0c812b41f6a36e37978f89d19b8463eaf92889d3fb0a38b804e0c7694fdbda1
1151,1150,1,1,1150,00d62a322ba4634484dc1d9af44f7cb2551e28d7e891041476ae97b5f41c28ac
1152,0,0,0,0,5df06e57edc2061e2550422b3d80aeb9efddd22f858e1dc2c9cbaa212ad75639
1153,1152,1,1,1152,535280a5fdebede35e4a6ace284a8406c58f17d8e5b6e38489fd8a1445931e23
1154,0,0,0,0,1f0bb44e8fef616f96e85e6c7096cb0602a9070ba6bbfa16bbbd009aaec246f4
1155,0,0,0,0,1ef7bcd372b16affda9d2e06c47e5bcb8ecb832442b5650fd1e3f2175c1b6b2d
1156,0,0,0,0,4f2c097e13881ee7f41b8c8abe82f80060d129c595026465d93db9e49f9971bf
1157,0,0,0,0,21b5c9f38547cbc1d2f8fd580ddca5a90a0937f134d9550369412d4583072afa
1158,0,0,0,0,1daf8bafbe694ff3c57adaa8f7f9b725025ae49931355260cd9dcceb79602802
1159,0,0,0,0,1177fd67eef50e96ce5ede7a88f2b1798f2efce909d748d1f3447b9946378cdd
1160,0,0,0,0,e5dbac9cc49060d058d11a8680e13d01f44f5917d6bf0e4cda33db22d87c8a02
1161,0,0,0,0,891bf6aa4678e47b047c8ee3d212dafe3e7b3802e4ba024b240b26e98f6cf3ff
1162,0,0,0,0,345f297bf67438517c7fd76a589dabc7558060a6778c4ab6036d17c1b32734a8
1163,1162,1,1,1162,4c31e37ad4949adefd0c596b6d8a38fa424147006c7fd75a554299f7283388bf
1164,0,0,0,0,bd74c1e8c464bd504b90b11d173aefafc587bbf0dc5fa30a5ab98db86a4eb53e
1165,0,0,0,0,db7ab5273a41ae98568c349835dc10b888f761741fb9220e1ce9f1d0c56899de
1166,0,0,0,0,a4a9928b42edfdcfb9d4bd89c7972ab0bfe900bc975da289da8150763c25d81b
1167,0,0,0,0,5b21ce215c680526a4d0a9e873b5ded0948ab7b8bed36fecccf11ec70db836f3
1168,0,0,0,0,323910482c7f9e223f5c7931babcf0d9fe42719a81027c3a7e81bf58bf8f66df
1169,0,0,0,0,24f2bc95faed007a56649150259784d4af381513b680ba56c5655bf40e8c3934
1170,0,0,0,0,02d09c2ccb1146d2b1b908d5e96ea4bee5a9d0a9ac21c278c6ae98ac339f2d09
1171,1170,1,1,1170,082e8ab58d3e35d0be1c24fb080eca9dea5343d6da09b74f3e0b856706145881
1172,0,0,0,0,4081c0b229c0ede3d39ef3ee9bf2287701965f78bcdfd7b42317c4dcdb8660e0
1173,0,0,0,0,13bb83a50d2f314bbae8b759c192201960122af9a372722290890acea45bbc75
1174,0,0,0,0,86a1eaa0089ec422acb60f15b7ab9fad85a103f6d8d9f54c7ce30388309583a8
1175,0,0,0,0,e1ebd16ebcb8728b849807b3bef079474ab06d9afa6888da3b96d5a00f4359e1
1176,0,0,0,0,eb34761d991ba81a8880ae9897b881f84633de4a099f8a2a6afde646e3be292b
1177,0,0,0,0,d3ac22ade7ed758d4396af18e8323b51ef5e6712e2b4ad09acd3fd1d244c774e
1178,0,0,0,0,7a851d9e1af5ad9087e9cc78f3988d36011cb946a57af64624d421279b975e0a
1179,0,0,0,0,2d3487f904d556f2994511a61ed4e67013e949f6caa6bdfa28e6bfa939d53ecf
1180,0,0,0,0,9ef0e6061b98213d588fe43176912b8cdca76ace7cf65b07553c369ddb5579db
1181,1180,1,1,1180,6d7d5cdc6b0dec6a21bc3a8486eff8a009df29ff773c1c0159bb25ac33444e49
1182,0,0,0,0,92f93983be7cb272b7f90d17ead95db28b2bf8e286e832528c4bf7de3403fee6
1183,0,0,0,0,2752420b81f7d14a72098cb62deebec8e06cb989e102a709c801503da2446b32
1184,0,0,0,0,8dc2c0481bb419b732ba4c224b70458daca48358192bad6636235459f1d153bc
1185,0,0,0,0,43ab188ed922d7bbccef44025fe11076466a2b1b4b147403e51be201089ac7ff
1186,0,0,0,0,d3df5c7286fb2f59a557675136af265df981f5ff60950ccc751a0092c44c0165
1187,1186,1,1,1186,92c15e02f9554d750e923690f21b766f6e2280e280c0c5cf9ea919cf54afe52c
1188,0,0,0,0,de3f088820a13a941c7be4cb7f9248e853aad5af69d9549a5fed1babdb9971d7
1189,0,0,0,0,c71b9e99b1d93efec44f67ddc9170aa651f3b60ce0e14ddf6710ad52c873e0ab
1190,0,0,0,0,76c458bf4e3e69c9f76655a1965b2a33277c2180d21bb4b05ab9252f785d0faa
1191,0,0,0,0,1996444f162447abbdd62d2ebcd202aa43eacfae66dcc0279c555d1f9a5c4a52
1192,0,0,0,0,9177d25641eded25b35ea85e34d15be7cdd30c3be02aac3454175dbfb47395a5
1193,1192,1,1,1192,62d0f52c5c4e3bf98c7d6f38a0dc48bbd06d561b63aa77d8dc52369ba414ba76
1194,0,0,0,0,3d730932b9fdb227bfdf4bbc49d55926d8af7c6fb76d64e176688a9a95a2228f
1195,0,0,0,0,80e7dddce1c5bfa1eeeb0ffeede3ae362639101cf855e5fac664be5ca812290b
1196,0,0,0,0,ea1cafc14ecf4d7b0b0e918ee09d615b108709e30db3d5d77361b132edf6b74f
1197,0,0,0,0,29f109902fa4eaf675da32c04d4864df2c3e7dcecb24686276861882a1e06561
1198,0,0,0,0,bcc3a43eea8640bd77c55486c5aeb54e7b81a9e6ef4427f64af1dba191685184
1199,0,0,0,0,f0c16bb920a1498d6c41f8dace1a528f068c97fde68a1adb022fc7a024fbb307
1200,0,0,0,0,c3667358a4e7a8cbbff490fbfef1f63b15f39396cdde2162a5ab0ad24db7201d
1201,1200,1,1,1200,52f6bdd3c7ed6020ebb5d6029b0f0bbb5cabfff37220b607d2e26edc7fcba87e
1202,0,0,0,0,8f4429e4c187295869d59f353d6f4d8cb7f03b8d44f175b0bf4c05d35e09780c
1203,0,0,0,0,f5153cd6981799acf5a504da0ea61edebe4a852eb3edc2fff2af60900272b367
1204,0,0,0,0,9d8c1516774f0000caf10f1960b3ae88de9d11a4863bd4d8c56d536b8c3ad492
1205,0,0,0,0,4fded233ea50547a212c3772a6fd8883163199d9fc20d96e16cd9f5c4f269e48
1206,0,0,0,0,a13ba62f3bcd2e175ed3e95d212ca810ad83d28e0aa20fd032e3fd98e2f89f47
1207,0,0,0,0,90c4058ccd80c16c202dc920a7210052de18f6e2f4df0540b2e4f4a46b611bee
1208,0,0,0,0,35384be7fcae0e8a2a96c853c5cd02a3528f61f7ab672a2134bddf6b049b2789
1209,0,0,0,0,6fa7c611c9ce2fcc6b0cf73c179c93313e001312c4f1479020474c4e1bb0c24b
1210,0,0,0,0,fea78c71bc4ed7dead3b19b46c4ccaca2c31e5e60b3bf34aff4f532cc6c7c86e
1211,0,0,0,0,0f37fc48448ecbcb4078e2bee0bf5c82c72a375ba42460a5917f5a8270afbc8e
1212,0,0,0,0,7a557267d2aa5e0d1ff504de0c240e0413bcd03d1aa2e1553395666298ea667d
1213,1212,1,1,1212,63589ec34a2c0877afee3a68e6a5fb43a968adbf3113b86ca0a1eda325901ab3
1214,0,0,0,0,5a97ad3bcd0b1d638c1ef5cd702b8c5e5b92368e0c927019638a89ea0017bb95
1215,0,0,0,0,6d71ae285c5be41f8fe408a24e52d5cc8db29bff1a0b65c4799094214c9414f5
1216,0,0,0,0,975906b75414fe90c5e27148ac28446e280be0450dafa8d057f98f939348ea4a
1217,1216,1,1,1216,88895bcf6bf2606775a59c3b213162317fc1ec7aaa8793c0c94523817e3789dc
1218,0,0,0,0,bc4864e5ffb9cd939b37395c3cf0c7ca5d903e68655a969dfa58f545157a2747
1219,0,0,0,0,7a37ecafba0102dd0aa7a7a0976deda48f6b437e2efaea93f1a5f61dbe8850de
1220,0,0,0,0,4d58ea831b8a43c5d533597bc58005b91d7049568165f503e4528eb8228c65e4
1221,0,0,0,0,361864c8d3692dcf333359294d34c3d62120f16ab01c853d777bcf8011c4afc9
1222,0,0,0,0,c561d1b48e92f913559a0841ace0c736e41f37ab14116419f3eba881e0925894
1223,1222,1,1,1222,0d7ba4c1970f203c22538e692e5b9123212eede765611fa20c7954ae414dbe82
1224,0,0,0,0,0b69ac1d8bab85400ba5ea6bf106e89345e058d6f572e5e9e68b4bfa11775701
1225,0,0,0,0,9ea46a919cd709e2f72726c3b16e6d19ea078319bbbc1c4e0689b584f98809c0
1226,0,0,0,0,1bea3ac390cbe539b79638185ef4d701ec4b55de64badfed1f18a75b7f1feda2
1227,0,0,0,0,5bbc99f6acf217e5559dd9f8d88c40a728a18fab43bee7b56b48def2524ac1eb
1228,0,0,0,0,1f67714911d88a0705b955d964fec571e3b47465f1f10d7d452f7737f54ed26d
1229,1228,1,1,1228,190251f82de9ce3dc38f7ff856749f14100294e8577fe650e4dee64d3e24494e
1230,0,0,0,0,c675d9e408734ca97c2427e62d13cb9bdb5d560152a8e225d61c605ddea70f94
1231,1230,1,1,1230,f96699026f37bf2dc383765b166136376f441c2f0f081b793f4ad25a2779c519
1232,0,0,0,0,3de20f1cf7d3a1fb53e9278414a5e7cf252f6bb278f5c4ae6d9c947846d014c6
1233,0,0,0,0,90607b295c0585034d613860188877d1f04f02dbd1617e78638903e049d94de8
1234,0,0,0,0,9335fb0aca4f5c8a573a78c98d133a7303f4ecd5302050b3926cdef279be6fe7
1235,0,0,0,0,ffc428f7f83b69eb43cb436bd928d69540cd3c8602d6a1d56adcb6920c7bc681
1236,0,0,0,0,353b6bc9282e70d06be2524436516f68661303c3ebe135e4e184300150517ddf
1237,1236,1,1,1236,b2b118acfeb5634aa41d6d84703cf920ce361c2eb5e59709e51b5440760d6795
1238,0,0,0,0,6ac7fbe2ed192489172ee1cbd18e6615ca11d0da182a2e0b50a4bfa254f7e8d4
1239,0,0,0,0,e4f8214a243a99195afa3f6486bb0acfd793b330621802bf0f92b0414de0302b
1240,0,0,0,0,34debd8f5ea260bd11d43c9fd4a5ce50d2b597d1bba1148b8c9ccffd98cb56b4
1241,0,0,0,0,25225be264f0a1c868dd09605852b561cc2064d8d904ccaa3cff224c7f457bd9
1242,0,0,0,0,c4d8bd601e05909be666f59cde2eebd738db5392746921f49f622a97061e92c8
1243,0,0,0,0,fed4681986296a01070a077af355baedacb13b0145ff45798dcdf502a31ab7ae
1244,0,0,0,0,e0a2ff590b092989c7b10b353ddd0821bfd31ada7a63a6c2a0a61084b6a96c0e
1245,0,0,0,0,46497e5aab43442803d3f36769b9504fd50ec947855fa553dc587ddf2a4e3594
1246,0,0,0,0,d3dd0c05c9b6445196a0bb735f6782d9575e647f72b00a46cebad8f39d47237b
1247,0,0,0,0,d345320455c19eeb8bcc629f67ee7e15cda246fa6cfcba51569c11bee237ee5f
1248,0,0,0,0,afbe6ce2bbc2f2c32c58cab264e6de33dcfaa07bf7b27c60e268f63c64046a12
1249,1248,1,1,1248,c6ebfbf893c44a05d95406797ce6227b9ed2d10c5e04b1f142bf71038b34679a
1250,0,0,0,0,1f9911c1d90df6f96634480439388c758313539234a39b2223b3b1b3f2f82d27
1251,0,0,0,0,c803d1401d7c079a20825549631315bae6914d62a6108e49a602406d4038ad6b
1252,0,0,0,0,96e2025f66b1e66900a4b72d1890c99a2eea376005fd3f9f78182979ab0afb7b
1253,0,0,0,0,797d69d0e58d64968f7c488f3626a19c22444d7652ab5769b5816b5be42221d5
1254,0,0,0,0,74be0500b570f54a917fc9721473692df076003aede8efe1b6921d797a877629
1255,0,0,0,0,10373feb43eb3fe6b81f84f4df05098c67722f668e4298544aa3fa7b1c798b10
1256,0,0,0,0,4f06ff4ecb4a4230b99db7b12ec26b1fdd7569343294dc74a1971ef44f41fd25
1257,0,0,0,0,92c696be3f39829ee4aa2f242c0ab2353d24718864737a5c082f5f8205618348
1258,0,0,0,0,c3efe73f4593bd4e596ccb8fb3b9170ba52d237bf0d2d2de5d7ae08ebca5f743
1259,1258,1,1,1258,29d631f8f191e8c7f0efcdf87a95fe148d8a9a56bded7dfc915bc195cbf8f283
1260,0,0,0,0,49d83e555c31c54db54ff736fa7a747be1075e66158c07586afab8625664933c
1261,0,0,0,0,e43bc827f294f1c8a439c58165f0e68c8b8d648d553128e6d8fa8ced7dba2c4b
1262,0,0,0,0,94a791821af79a0dc64660e78ff388d8a89a4fb3414c76977c937cd8c52a1155
1263,0,0,0,0,b72fe3d431de0402c9fb2ac3feaf295387b8fa98a4f48ae0686a4fdf99c788f8
1264,0,0,0,0,a89e3adec386e1ff2b31309c61052c5d4955cf4eb7a09027e3aae2b70c6269e2
1265,0,0,0,0,e415e64548cd4ea33a1974a042da832bbe38bb6a5fb05f5105139f20028d0279
1266,0,0,0,0,5ceb5627ec30d61d4b3623c8b43ca9bc958057bc5f3ea355e1d4afefcdca21a4
1267,0,0,0,0,07a72d77a09ad50c8f3e1553622eea4f287a36032d7ef3c57aca37308a9aa847
1268,0,0,0,0,d1f2d4269fb58734a7f916193f2ef0bcc03c5120d2e0434e07abb7c84a92f6d9
1269,0,0,0,0,f6ba4a272052f264b63adb51ce6ca209f429b9952fa298b12cb0325eb92c8fe0
1270,0,0,0,0,bde872c9a000d55cc947ce47aec1ef70aa2eaea601974b5d7b4e2e65425f038a
1271,0,0,0,0,67a4c82fa1f25ba0a80f1f9bd9fce22e5fd4cfd6d319e61420cd92b05496fb55
1272,0,0,0,0,406c163a667ad4a001df512ca3d62dc340e69e14e290bd5db0c8019f7aaf2189
1273,0,0,0,0,a993cd7a07eebfddd047ab502f188c0c7795f659bfbac4e0887d199068e85dfd
1274,0,0,0,0,41bff8b9fae5cb95603771c6532d44395a895b289f277411ffa738207badd086
1275,0,0,0,0,ff0823466d2de408e59f0d2f7c9e25c16c79593e16e9e0623d5f93705d92c9a0
1276,0,0,0,0,2beb69c8f5af98264cce459a7438bf38796a675c9eb1e09fc909cde1a05ea4f8
1277,1276,1,1,1276,3069ae3fb3338f8dd7a38489b208b38013db7cded96962e7cf17c057f709b64b
1278,0,0,0,0,686226d0fc28485ba32c67ab90137da616407d7aa25736b6b7777b0b4eba6d6a
1279,1278,1,1,1278,a27c9ec0396bad6519d66019066b9707e5a0e5a6e19b0c2b164250d71ce338b3
1280,0,0,0,0,e93dd1fd7242a960a336f90b6dea020755c4b8da2a9912494dfb4181b094354b
1281,0,0,0,0,9fdaa4c86f3a485c3b2327374d58d36e79f1323044ec0f89708e7efcf7772cb7
1282,0,0,0,0,0f854e3732ef797537ff884dbcae7579e0981efce9580b9fbb390a8beaedbf59
1283,1282,1,1,1282,e46f3d80b31d2ccd4b84f62d2bc3c42ce748c4f883387847b8ac4a06d2e5fa05
1284,0,0,0,0,97ffe345fd5ad55bbf0e8677347e7c9744744e178b25e6e302674ff7d737bf86
1285,0,0,0,0,0891441f81a55aa90b9669b03f7dea6b814090bbac7a853da01ec2c8547c7fbb
1286,0,0,0,0,bb0cbd783816dc55863e559718c8741b3914834b9a4512248398cbffb2bf16e4
1287,0,0,0,0,35bee29b7f2bf9dfdfee1b7b7c2149d603b2696354f841a61f0d397c51253501
1288,0,0,0,0,ea58bc70baa44fa9b2f924bc65b1830b4f5f03244b2e9e54a3a5ee2326193cdf
1289,1288,1,1,1288,891e9f5d4606e9a9a780d46e512f74668035cf25da6cdb5dab767c84316f2af9
1290,0,0,0,0,677fda95ffb58f22db4ef540e77041268b9919a7f03716cb88487b27b2138788
1291,1290,1,1,1290,deeabcf572969bfcbef39bdcb51d0e5fe414ea853d6c96a61b0abb30b134cc7a
1292,0,0,0,0,04f749459321f772517e0ea21c8651a5f59b616cfbe3bb98e253ad04d4ad3665
1293,0,0,0,0,227488ab789d7e5dc73d5cc04d448f2514bc0e4cddf4f367fca29c6f3a9e857d
1294,0,0,0,0,cb853b16f435cb0c455cc1323f8a0657894dbab652c3ce16c1f7c81229e0d8bb
1295,0,0,0,0,9737fc3e69396d320a45b1c5cb5d60db0e60ec7ecdeb576c5ae178b3f00a7d0f
1296,0,0,0,0,217688931337784bd2a0fa236939564ae69890a685da7a2270edd7ed743056cf
1297,1296,1,1,1296,85297925cc8a4e1c50ce6860283908a836d29a468878abec534f14dd3bc4977f
1298,0,0,0,0,a03dffaa5689503fee6fdaca4557e8b804a23188d7de071040cb2a330261a65f
1299,0,0,0,0,3a3f067b3d6ebebf11d34873a2eff9dd5e86af8e758ea7d0e541b77fa40b7508
1300,0,0,0,0,7744c4a7f013d74797827f4958f9924bf6fc702339b884560beee67b05a73a04
1301,1300,1,1,1300,2e7abccb77e9b83386309305887027e6b0f6a82b18a6d201e64c2b558e723652
1302,0,0,0,0,acaf04fe0927c0dd193a7c12394d38d23b4ae2d547d73fb4f16d15e6a83157a5
1303,1302,1,1,1302,c70dfd37aba4c67738e8f05e50d2048add7951d7be53df4152cd2868823799c5
1304,0,0,0,0,8c7d67f6bae53d0fc819f979d7fa9e2f6e6749d3954348402683dc619740ed4d
1305,0,0,0,0,dba53eb564995212f150bf87a0d94b18d7166d44319cdc48815b47088bf35534
1306,0,0,0,0,40ad24819baef8044f807986f49133934c6c4fc2748782c67561470445e7da03
1307,1306,1,1,1306,d63fa0a9ccedb5f556fa7b62a7e953d1f2a6a448e8ca35ac3baacf5e75eb439d
1308,0,0,0,0,4b9a1f1249c5a1dd2a3c28955a62ef1128e8d05f99d16d2b03999142a7af3305
1309,0,0,0,0,b9c79b60e154c40bb8de4c7af40dd0911c9eabab91ccac02d1a38304580a2051
1310,0,0,0,0,9c084031fef3b48bab4e8dd7763e17772736fe8eb04de8fb4d94721099c1d5d6
1311,0,0,0,0,b08b9d017b4b30eee174d9a182ede5b17232b231298a4116f9cb580ca9a1b43b
1312,0,0,0,0,ef83a24924030c183e5a3fa4551f73e34927d140f78c0711a341842f6db731d5
1313,0,0,0,0,0df36f9e7ed0206c62bbc2182328dd1f2984ae0582028ac3bdcb13d71101d61a
1314,0,0,0,0,f0a03e9bdb9a943abb81db73fc1e26c34f96a53df9d912f32cf4403c6be0676b
1315,0,0,0,0,1a5cabe9ceac80385f3c1667da101408ab29e711b14fb347c4c5bdbd71687ed3
1316,0,0,0,0,1642b6bf3a786a43197a53fc14732bef9d072964720f489e1e658f3dbd56f330
1317,0,0,0,0,e867c4a944ad1e6a2b6ea94e1aa61a4b1fa2ead2f13348256fe849e117409388
1318,0,0,0,0,caf670b5105f7e109e037967490265090f3bc30817df796ff3ddae1bf5efa67e
1319,1318,1,1,1318,ebf90fc8e8fddbd384930fcc928f1db77f7c51cc90b6c808e82d60c17b8d79ed
1320,0,0,0,0,8e3661a2d4dde84b6c118737cac657dc7bc638b83b5f9982d512f089856c6941
1321,1320,1,1,1320,f987b5826954e7eab16e0c78c478c6d2f59107021bf28af7cb4a38be05045aee
1322,0,0,0,0,6307d431ac3c337e579d515ca0003289652b12165669271f3aab9b73259bd3b2
1323,0,0,0,0,2702aeae87589a0cd201004035939f0a9c9cd6aee0fcb5350e806b189a5991c9
1324,0,0,0,0,3ec180a75d0a3a9c766184dd39a876d07765ea7f9ec0aab541307de5f40501c6
1325,0,0,0,0,a6f3f7c39bffe61c85b9f414919971e67eb2cbad54c70de3d3b21a8cfe8a7cd2
1326,0,0,0,0,2656e01347d31993213456b4c2d78d575890169e2bf06270f767172464be3d08
1327,1326,1,1,1326,b80395edc50690cfbb0e2f2aa7788e632d4bd43d7136cf41e3eadfbd75296830
1328,0,0,0,0,73c8d124f5d8bd82fca158a7900014f73ea0932cf9a43e8b11d03b1ab0c7c6d3
1329,0,0,0,0,136a5e7957b23fb863e53a0ee4e6a3db4d0a807dddb5181d0dbe109ed0fe43c9
1330,0,0,0,0,be258535512668d597923d4ca97355a9f10b147ecd8f6dbb441200c4ca5e8ccd
1331,0,0,0,0,8ed5ee6ee543fbb2ac8eca1559b642de0d9174b8382c899f6673b7c12d1128fc
1332,0,0,0,0,842851939aee8342b91a62daabfd127ca48c7a7c20dd6490d128e0acb5dbf7db
1333,0,0,0,0,4123f7a753edee717d91d8853edab4f106d9ee0dbeeb74237a621728b2acc617
1334,0,0,0,0,2de1211f841fb2e2dc35039f04b5dbc66acef981de91a0711e6a4afcbeb0139b
1335,0,0,0,0,3276bf015763dbdcc44108881753ffc1731e1ca472e701f1a61f767ca747c217
1336,0,0,0,0,7ed202e2fc2bad50c1eb0dfbba9eb7fba720f58b22f4797e875baca927d1bbbd
1337,0,0,0,0,02cc6b0f402846870a0ee7439edc95c678cdc186f42b1bb6d04f470af3c28149
1338,0,0,0,0,c62d66fc30493992218d827306eaf6f7c91f1f57917e09bda388a72d78ef9864
1339,0,0,0,0,d11a41e6f3b2bc6dc665abdd4963be7b902848e7dfa064f3a2348512ea559ae3
1340,0,0,0,0,36a813fed2d01320f54e415363cfb93209600e5a76df46c3341cce822b9f4adc
1341,0,0,0,0,6179d824133e62ebf309d609c583eacbf64d7c53704598e2e81d10255e134fd2
1342,0,0,0,0,65a9a8c43a1097af11e0886d2b84ce284e698a12ac5b4c374289696124a00e81
1343,0,0,0,0,45180a3319a186c7aeba27315915ed480fd6720f34477a4ece098e8c4a6ca1cd
1344,0,0,0,0,cf93cb6a8178ed900819fb75e439423fdc0e5634baa85ab05828a4ec486051de
1345,0,0,0,0,ca5dc18c091c7de86bcec6e9bbe29b0f98781b77a82c56eae91909b116f67398
1346,0,0,0,0,5a28c4aefa72cdcd6c6fc9aba6c04ec7be0f17892e312e8450ebad20235b5d37
1347,0,0,0,0,86e76cd95928677f79ae5c85be023f54dc93f93f3890098d32faf89244d9966d
1348,0,0,0,0,66827d948402b3930316a3c976de29019b8e09e6e9e3186d54a0b485a2570a51
1349,0,0,0,0,f653e956daf096ca7e02aa7bc3aa6c14851a01155a0d68fcad5679d7a0980dbb
1350,0,0,0,0,1082c92cfbfc5a55ef7f72b78fd1a09233fe1e983589c737466024d0bd9d1320
1351,0,0,0,0,0a4e172af593ae03b3f28dea3277613fb655cb99b1db82d1ca4099fb940517ce
1352,0,0,0,0,a0d9047c1ef2e571e4ba8e6b8505782e01d025deaca6a55139611dc1f781fbb3
1353,0,0,0,0,bad9bb4b9b529c4583aff764de8189d3e24f7dab47f0d074416e9a02d8f0ebef
1354,0,0,0,0,bec5f1fb9049f2efb78ce1540c9216a6cf4f4866502db494644c8ec741b99270
1355,0,0,0,0,e178d987d3d4a5c040526e36f344d15c254cab8d9cfd7e41f8d81c5fdecc5478
1356,0,0,0,0,f890094cecef1c874bdfae8f9fc1d3754f01c299668e9639ef7c7f9ee5d95225
1357,0,0,0,0,c29df69a18d5423504349ab9a5bb33156dede88b34a09153586d99ab2492e74a
1358,0,0,0,0,5063d570c5d2bd9cc8c9a26f40f49f9699cf312759733725d6c5f69b555cc324
1359,0,0,0,0,c9264f3ce33b187183d4fd129f123bf8cca1fe644459825e62c56e44c61fd2fa
1360,0,0,0,0,2cef6aaa001711e17c182fbb799671d075583348cfeb0b57f1402ce378fbc4a1
1361,1360,1,1,1360,46e61e2682b9eda17ed935f19091f7a57061b9f45e8ffa8cc6d9179382fba067
1362,0,0,0,0,39789f3d7fa0c818ab4b7c849b7b84f750b86314e3ea795007016f9e9cc8be49
1363,0,0,0,0,b2831fec00ac501b78663df2a3592e6cc55ba444f3ee9beda073770f3fc8a1c1
1364,0,0,0,0,820e34ce1a3670a169c8b7859d8f2c46e54478e9da0c181b0f3eab2e0aa76453
1365,0,0,0,0,397155cfe38a1586b00b4d5c1927d30aeb4b4312b59e0dc5bf36d5e5c80af89a
1366,0,0,0,0,4d8f94b03e4537e3849a08b513ccc93087d14804fbc56a51617c5cd23f542033
1367,1366,1,1,1366,433bd2c465ffa50f5f33c6ae403fbecb51b450cc77efb26ba9ba81b424bc66af
1368,0,0,0,0,703f9764887227b88d1fabb09141099f3e8e66c687db70eac41a969909ac0d8a
1369,0,0,0,0,f182341a1ef271e6e8b4c51020400e58f5eb6030daa4688aa13415764312f21e
1370,0,0,0,0,d8e90ce309f31cd72d9b14f7baa8c94ea30baac047157e856775278791445aaf
1371,0,0,0,0,4d4e3bac44d7a738f0338c941f59dda7506ec0f182f0b9b816edf03c5df37b7a
1372,0,0,0,0,3cae9afe6a78cd4a93043fb9f2b50b3db33ea005cdf566e2dc503da3120bef45
1373,1372,1,1,1372,1b87bc641aa539f14887baafca6aae0621d3e5a9a044761b25b4530c429d9fa2
1374,0,0,0,0,6c4fb77e1d893e8a9b913fc07cf8bfa6f1cb11077e87ee4b0559878ad48c15fb
1375,0,0,0,0,94890f2c0fb8855e9e4236b41030b1f8e3901ccaa55dc2b1ae0bc13f12e303f2
1376,0,0,0,0,439be65d083256f08020a6909c3c3b6b218581cf9d9e486ce56c8871c7ca7811
1377,0,0,0,0,833b14ec9e365ae098be4eddcef48146633f73c94bf3dfd488abd51a23b50b8a
1378,0,0,0,0,916107956b7f05e89f3d055947874a93229b2ed38294a3e7da710684f8864bf1
1379,0,0,0,0,e860af835f33487455c47ca9f1c3d26a0daa3db4b726e7479af0780e9acf601f
1380,0,0,0,0,089b3876566b6718a235724a458a6c36cc6e7501db330944d7332e80a1b1ae23
1381,1380,1,1,1380,e20bde142a5431f83107545d69cd18c55a5bf8d8e1c65b89af827c73c22f0b7a
1382,0,0,0,0,03f45207108a9ca3b9e283f91c206f2906d34c4c7d66fb96b589d18d63336656
1383,0,0,0,0,1157bdb4ee87503c1ff7e249a857dddf3f93fa2a8dcdfbfa0b5c5d8191ede22e
1384,0,0,0,0,c597c8fb391e35ccf8d04464463e1af4fc278a344c86b20b003cf9eb338c32ef
1385,0,0,0,0,edc4ab7e0603ed7af5b927171755032148cba1ba4f7c0718ba5894fcc5150f81
1386,0,0,0,0,18a0394eefbc317e0921b26062da4427d65e6243de327ff97dc954c6d975dde1
1387,0,0,0,0,683b6322764257d851568d74541bb988b685eb085253d4e6a557972664323985
1388,0,0,0,0,b799e5376c4153003a05e28d0674b4636688c0a05c80ed64d2e8b666e80c3cd8
1389,0,0,0,0,dc1e3de8dc04bf16ff093eb81be98f3db026c5b6affa82d5316c15833012f935
1390,0,0,0,0,39d0967494a3c71388a750a61ccd12f9a0e06724aee972dedf3a3fe94eb18f94
1391,0,0,0,0,f2987a355c4ad5ff433b7e0a7c91c63481a9cfb48ac8f9681dadd3c8d35ba53e
1392,0,0,0,0,4516d0e941d84058e3c10eb64b36de3a9d86d127905f305bd18d6639dbc358f1
1393,0,0,0,0,548623f376297025d38331b363c1cc20eb2e95b726216086afd855af022d9c2c
1394,0,0,0,0,6439470238c9dec3f2a76a19183407ed9bdb1cd1996d706dc24913675ab7ae70
1395,0,0,0,0,8490b9826bb1a708c2a9ce643f5889236d9e56637d204bbee2d2007f891dbd23
1396,0,0,0,0,0544f223a6955d5780c6a71124acbab21743dc3d2cf7ffd3a8410ddedb07f958
1397,0,0,0,0,1794aa79a1fefb57c09af53904cd01e1ed4895096715423fc2c44fa0519f0223
1398,0,0,0,0,a939aa09419376d3a7fa0ff0918772db028c728054147d92a83fabc5a6b729ce
1399,1398,1,1,1398,c3785f201f38de7f6641ade639e5fdcfd948afa16fde8ba3c20e3b7d1e907860
1400,0,0,0,0,63c75fc1a34ba6fbb616e00edde4dac3faaf2b4cd243ce18106df88d4ffe3bfa
